 Secondi;UTC;Lan;Lon;SOP;COG;Alt1;Int_temp;Ext_temp;Ext_press;Alt2;Ext_um;O3;CO2_raw;CO2_el2
898;12:03:28;42 39.85705 N;012 36.43939 E;23,90;69,79;4999,40;30,75;-1,54;55.669;5133,21;6,57;0,03;90,80;398,32
900;12:03:30;42 39.86010 N;012 36.45090 E;33,00;75,16;5010,00;30,75;-1,53;55.607;5143,35;6,58;0,03;90,75;398,30
902;12:03:32;42 39.86030 N;012 36.46404 E;33,20;99,90;5021,50;30,75;-1,63;55.503;5158,17;6,64;0,03;91,21;398,32
904;12:03:34;42 39.85763 N;012 36.47943 E;42,70;101,39;5030,70;30,88;-1,80;55.396;5172,16;6,67;0,03;88,45;398,18
906;12:03:36;42 39.85591 N;012 36.49783 E;46,60;93,56;5038,10;30,88;-1,87;55.329;5181,63;6,84;0,03;92,31;398,35
908;12:03:38;42 39.85618 N;012 36.51660 E;44,00;84,44;5048,00;30,75;-1,81;55.257;5194,40;7,07;0,03;95,62;398,50
910;12:03:40;42 39.85872 N;012 36.53308 E;39,60;71,99;5059,60;30,75;-1,81;55.168;5208,80;7,27;0,03;95,55;398,48
912;12:03:42;42 39.86270 N;012 36.54659 E;32,60;67,68;5070,10;30,75;;;;;0,03;;398,48
914;12:03:44;42 39.86426 N;012 36.55824 E;29,10;92,28;5081,20;30,88;-1,83;55.088;5221,38;7,25;0,03;95,66;398,48
916;12:03:46;42 39.86262 N;012 36.57119 E;34,30;101,89;5090,20;30,75;-1,81;55.036;5230,21;7,13;0,03;95,60;398,47
918;12:03:48;42 39.86013 N;012 36.58578 E;39,20;101,85;5098,00;30,75;-1,75;54.968;5242,42;6,99;0,03;95,34;398,45
920;12:03:50;42 39.85884 N;012 36.60339 E;46,80;91,09;5105,80;30,75;-1,76;54.878;5256,88;6,90;0,03;95,42;398,44
922;12:03:52;42 39.86016 N;012 36.62262 E;47,60;80,40;5116,60;30,75;-1,80;54.797;5269,32;6,78;0,03;95,66;398,45
924;12:03:54;42 39.86368 N;012 36.63961 E;38,10;69,79;5127,60;30,50;-1,84;54.715;5281,94;6,68;0,03;95,90;398,45
926;12:03:56;42 39.86685 N;012 36.65241 E;31,00;72,98;5136,40;30,63;-1,87;54.636;5294,28;6,53;0,03;96,09;398,45
928;12:03:58;42 39.86935 N;012 36.66401 E;30,50;74,73;5144,70;30,75;-1,88;54.589;5301,78;6,46;0,03;96,17;398,44
930;12:04:00;42 39.87147 N;012 36.67645 E;31,70;80,37;5151,60;30,75;-1,85;54.525;5312,87;6,39;0,03;96,04;398,43
932;12:04:02;42 39.87191 N;012 36.69001 E;36,00;91,63;5159,20;30,63;-1,86;54.442;5326,31;6,30;0,03;96,12;398,42
934;12:04:04;42 39.87250 N;012 36.70648 E;46,90;81,74;5168,10;30,75;-1,90;54.357;5339,52;6,24;0,03;96,34;398,42
936;12:04:06;42 39.87462 N;012 36.72553 E;45,60;81,95;5180,00;30,75;-1,93;54.297;5348,82;6,22;0,03;96,50;398,42
938;12:04:08;42 39.87479 N;012 36.74442 E;47,70;94,02;5191,10;30,75;-1,93;54.237;5358,73;6,23;0,03;96,50;398,41
940;12:04:10;42 39.87556 N;012 36.76457 E;50,70;81,76;5200,90;30,63;-1,91;54.187;5367,38;6,27;0,02;96,38;398,40
942;12:04:12;42 39.87922 N;012 36.78384 E;47,50;72,04;5211,70;30,75;-1,85;54.122;5379,33;6,24;0,02;96,09;398,38
944;12:04:14;42 39.88301 N;012 36.79884 E;32,90;72,61;5222,00;30,75;;;;;;;398,38
946;12:04:16;42 39.88431 N;012 36.81058 E;27,70;88,62;5231,50;30,63;-1,94;54.037;5391,63;6,27;0,02;96,53;398,38
948;12:04:18;42 39.88374 N;012 36.82244 E;30,50;97,15;5241,00;30,63;-2,15;53.950;5401,89;6,25;0,02;97,62;398,42
950;12:04:20;42 39.88282 N;012 36.83491 E;30,60;94,39;5250,20;30,63;-2,27;53.883;5410,63;6,32;0,02;98,21;398,44
952;12:04:22;42 39.88339 N;012 36.84666 E;29,80;79,47;5259,60;30,75;-2,37;53.795;5423,27;6,28;0,02;98,75;398,45
954;12:04:24;42 39.88450 N;012 36.85948 E;33,70;91,37;5273,00;30,63;-2,49;53.715;5434,20;6,28;0,02;95,56;398,29
956;12:04:26;42 39.88264 N;012 36.87396 E;39,50;105,57;5284,80;30,50;-2,58;53.648;5443,57;6,29;0,02;96,02;398,31
958;12:04:28;42 39.87999 N;012 36.89154 E;48,20;97,60;5294,10;30,63;-2,75;53.571;5453,00;6,33;0,02;96,87;398,34
960;12:04:30;42 39.87965 N;012 36.91140 E;48,70;86,70;5305,30;30,50;-2,84;53.509;5461,55;6,31;0,02;97,34;398,35
962;12:04:32;42 39.88125 N;012 36.93012 E;44,00;79,27;5316,00;30,50;-2,90;53.434;5472,90;6,31;0,02;97,65;398,36
964;12:04:34;42 39.88453 N;012 36.94570 E;36,90;69,68;5325,10;30,50;-3,08;53.333;5486,18;6,31;0,02;98,59;398,39
966;12:04:36;42 39.88818 N;012 36.95910 E;34,10;70,59;5335,40;30,63;-3,19;53.253;5497,37;6,26;0,02;99,18;398,41
968;12:04:38;42 39.89158 N;012 36.97343 E;40,80;73,66;5345,50;30,50;-3,26;53.189;5506,71;6,30;0,02;99,54;398,42
970;12:04:40;42 39.89426 N;012 36.99055 E;45,70;81,69;5357,10;30,63;-3,34;53.103;5519,55;6,29;0,02;99,97;398,43
972;12:04:42;42 39.89652 N;012 37.00818 E;41,00;76,85;5367,00;30,63;-3,40;53.031;5530,46;6,29;0,02;96,39;398,25
974;12:04:44;42 39.89924 N;012 37.02157 E;29,10;73,84;5378,00;30,50;-3,44;52.964;5540,96;6,33;0,02;100,49;398,44
976;12:04:46;42 39.89974 N;012 37.03273 E;27,40;94,94;5389,10;30,50;;;;;;;398,44
978;12:04:48;42 39.89871 N;012 37.04355 E;26,60;99,13;5397,40;30,63;-3,52;52.891;5551,65;6,45;0,02;100,88;398,44
980;12:04:50;42 39.89803 N;012 37.05536 E;31,90;94,79;5409,70;30,50;-3,56;52.812;5564,21;6,65;0,02;101,03;398,44
982;12:04:52;42 39.89687 N;012 37.07005 E;40,70;98,84;5423,70;30,50;-3,66;52.733;5575,54;7,01;0,02;101,45;398,45
984;12:04:54;42 39.89464 N;012 37.08940 E;51,80;97,62;5433,20;30,50;-3,71;52.645;5589,45;7,61;0,02;101,52;398,44
986;12:04:56;42 39.89347 N;012 37.11010 E;49,40;92,38;5443,20;30,50;-3,84;52.559;5601,38;8,24;0,02;102,02;398,46
988;12:04:58;42 39.89236 N;012 37.12909 E;45,70;97,08;5454,10;30,50;-3,89;52.498;5610,73;8,97;0,02;106,13;398,64
990;12:05:00;42 39.88939 N;012 37.14660 E;42,60;107,15;5464,00;30,50;-3,99;52.409;5623,83;9,63;0,02;106,47;398,65
992;12:05:02;42 39.88591 N;012 37.16032 E;29,40;104,86;5473,80;30,50;-4,23;52.309;5635,89;10,19;0,02;107,65;398,70
994;12:05:04;42 39.88608 N;012 37.17197 E;33,40;79,96;5486,10;30,38;-4,32;52.242;5645,46;10,65;0,02;108,02;398,70
996;12:05:06;42 39.88713 N;012 37.18873 E;47,50;90,73;5497,00;30,50;-4,37;52.169;5656,92;10,96;0,02;108,20;398,70
998;12:05:08;42 39.88494 N;012 37.20845 E;49,70;101,54;5506,00;30,38;-4,42;52.091;5669,25;11,16;0,03;112,69;398,91
1000;12:05:10;42 39.88187 N;012 37.22747 E;46,40;103,01;5515,70;30,50;-4,53;52.020;5679,13;11,27;0,03;113,32;398,93
1002;12:05:12;42 39.87879 N;012 37.24307 E;35,30;106,49;5525,90;30,50;-4,60;51.939;5691,58;11,28;0,03;113,74;398,94
1004;12:05:14;42 39.87581 N;012 37.25544 E;30,20;106,40;5537,70;30,38;-4,70;51.848;5705,15;11,24;0,03;110,03;398,76
1006;12:05:16;42 39.87375 N;012 37.26689 E;27,30;101,92;5547,10;30,38;-4,78;51.777;5715,70;11,23;0,03;114,86;398,98
1008;12:05:18;42 39.87239 N;012 37.27729 E;26,50;101,32;5555,40;30,50;;;;;;;398,98
1010;12:05:20;42 39.87045 N;012 37.28932 E;34,20;104,26;5562,40;30,38;-4,82;51.711;5726,25;11,30;0,03;115,09;398,98
1012;12:05:22;42 39.86765 N;012 37.30460 E;41,10;101,82;5569,70;30,25;-4,90;51.643;5736,31;11,42;0,03;115,54;398,99
1014;12:05:24;42 39.86695 N;012 37.32032 E;36,10;85,29;5577,40;30,38;-4,99;51.557;5749,29;11,48;0,03;116,08;399,00
1016;12:05:26;42 39.86893 N;012 37.33336 E;33,30;81,28;5587,70;30,38;-5,09;51.485;5759,64;11,55;0,03;116,68;399,02
1018;12:05:28;42 39.86915 N;012 37.34896 E;43,20;92,12;5598,60;30,38;-5,12;51.426;5769,25;11,47;0,03;116,90;399,03
1020;12:05:30;42 39.86907 N;012 37.36851 E;51,40;88,18;5606,40;30,25;-5,12;51.378;5777,60;11,38;0,03;116,93;399,02
1022;12:05:32;42 39.86983 N;012 37.38845 E;47,00;86,54;5614,40;30,38;-5,07;51.328;5787,39;11,32;0,03;116,64;399,00
1024;12:05:34;42 39.86938 N;012 37.40614 E;41,90;97,16;5624,60;30,38;-5,06;51.274;5797,02;11,29;0,03;121,13;399,20
1026;12:05:36;42 39.86718 N;012 37.42306 E;43,30;100,47;5636,20;30,25;-5,03;51.191;5812,18;11,41;0,03;120,89;399,18
1028;12:05:38;42 39.86505 N;012 37.43974 E;38,20;99,16;5649,00;30,50;-5,14;51.111;5823,79;11,53;0,03;121,56;399,20
1030;12:05:40;42 39.86359 N;012 37.45211 E;25,50;98,74;5658,80;30,38;-5,10;51.058;5833,95;11,60;0,03;121,27;399,18
1032;12:05:42;42 39.86324 N;012 37.46157 E;24,10;91,45;5667,80;30,38;-5,03;50.991;5847,24;11,66;0,03;120,79;399,15
1034;12:05:44;42 39.86365 N;012 37.47247 E;28,80;86,12;5674,80;30,25;-5,01;50.913;5861,40;11,74;0,03;120,63;399,14
1036;12:05:46;42 39.86482 N;012 37.48459 E;32,60;79,16;5682,10;30,38;-5,06;50.828;5875,28;11,77;0,03;120,94;399,14
1038;12:05:48;42 39.86671 N;012 37.49977 E;42,70;84,20;5691,90;30,25;-5,15;50.747;5887,61;11,83;0,03;126,19;399,38
1040;12:05:50;42 39.86743 N;012 37.51897 E;49,20;88,48;5703,70;30,38;;;;;;;399,38
1042;12:05:52;42 39.86932 N;012 37.53779 E;44,80;75,16;5716,50;30,25;-5,16;50.687;5898,00;12,01;0,03;126,18;399,38
1044;12:05:54;42 39.87357 N;012 37.55233 E;34,40;66,74;5727,50;30,25;-5,19;50.627;5907,96;12,26;0,03;126,29;399,38
1046;12:05:56;42 39.87681 N;012 37.56408 E;28,00;73,47;5735,70;30,25;-5,15;50.580;5917,17;12,56;0,03;125,90;399,35
1048;12:05:58;42 39.87740 N;012 37.57558 E;31,80;95,54;5743,50;30,25;-5,12;50.516;5929,19;12,80;0,03;125,60;399,33
1050;12:06:00;42 39.87587 N;012 37.59153 E;45,60;95,40;5753,00;30,38;-5,26;50.426;5942,09;13,01;0,03;126,46;399,36
1052;12:06:02;42 39.87649 N;012 37.61191 E;51,60;83,36;5763,80;30,25;-5,31;50.341;5956,12;13,14;0,03;126,76;399,37
1054;12:06:04;42 39.87669 N;012 37.63159 E;45,70;95,52;5775,50;30,25;-5,36;50.263;5968,92;13,06;0,03;131,96;399,60
1056;12:06:06;42 39.87379 N;012 37.64863 E;40,90;107,56;5785,20;30,25;-5,41;50.209;5977,45;13,06;0,03;127,47;399,38
1058;12:06:08;42 39.87017 N;012 37.66313 E;34,50;106,04;5793,10;30,25;-5,40;50.159;5986,61;13,05;0,03;132,26;399,60
1060;12:06:10;42 39.86807 N;012 37.67627 E;32,70;96,13;5800,00;30,25;-5,45;50.084;5998,93;13,00;0,03;132,63;399,61
1062;12:06:12;42 39.86814 N;012 37.68932 E;33,20;85,54;5805,60;30,25;-5,49;50.005;6012,20;12,97;0,03;132,93;399,62
1064;12:06:14;42 39.86941 N;012 37.70402 E;40,30;83,69;5812,60;30,13;-5,54;49.930;6024,56;13,03;0,03;133,27;399,62
1066;12:06:16;42 39.87052 N;012 37.72266 E;50,00;86,93;5820,20;30,13;-5,61;49.868;6034,14;13,25;0,03;133,68;399,63
1068;12:06:18;42 39.87172 N;012 37.74176 E;42,90;83,69;5828,60;30,25;-5,61;49.822;6042,43;13,55;0,03;133,55;399,62
1070;12:06:20;42 39.87388 N;012 37.75648 E;30,80;75,92;5835,40;30,13;-5,59;49.775;6051,35;13,75;0,03;133,33;399,60
1072;12:06:22;42 39.87523 N;012 37.76834 E;29,10;86,24;5842,60;30,25;;;;;;;399,60
1074;12:06:24;42 39.87498 N;012 37.78147 E;35,30;95,12;5848,80;30,25;-5,56;49.730;6060,16;13,99;0,03;133,01;399,60
1076;12:06:26;42 39.87345 N;012 37.79761 E;43,60;96,23;5856,00;30,13;-5,63;49.676;6068,34;14,15;0,03;138,47;399,85
1078;12:06:28;42 39.87291 N;012 37.81552 E;45,40;88,78;5864,60;30,13;-5,61;49.617;6079,47;14,28;0,03;138,26;399,83
1080;12:06:30;42 39.87329 N;012 37.83513 E;48,30;89,03;5874,40;30,13;-5,59;49.573;6087,90;14,20;0,03;138,15;399,82
1082;12:06:32;42 39.87336 N;012 37.85365 E;42,30;89,80;5888,00;30,13;-5,63;49.520;6096,60;14,02;0,03;138,52;399,83
1084;12:06:34;42 39.87439 N;012 37.86793 E;29,70;77,15;5901,60;30,25;-5,61;49.483;6103,78;13,86;0,03;138,44;399,82
1086;12:06:36;42 39.87733 N;012 37.87803 E;25,60;66,73;5911,70;30,13;-5,61;49.428;6113,78;13,88;0,03;138,43;399,81
1088;12:06:38;42 39.87903 N;012 37.88801 E;26,40;87,48;5923,00;30,25;-5,61;49.368;6124,71;13,87;0,03;138,44;399,80
1090;12:06:40;42 39.87908 N;012 37.89894 E;27,30;88,48;5932,70;30,13;-5,60;49.297;6137,89;13,82;0,03;138,38;399,79
1092;12:06:42;42 39.88071 N;012 37.91068 E;32,50;73,70;5943,10;30,13;-5,71;49.197;6153,64;13,72;0,03;139,25;399,82
1094;12:06:44;42 39.88402 N;012 37.92494 E;40,20;72,82;5952,60;30,00;-6,02;49.103;6163,70;13,54;0,03;141,69;399,93
1096;12:06:46;42 39.88771 N;012 37.94173 E;44,90;74,58;5960,10;30,00;-6,12;49.036;6173,67;13,08;0,03;142,66;399,97
1098;12:06:48;42 39.89003 N;012 37.95983 E;43,90;83,42;5967,70;30,13;-6,22;48.960;6185,29;12,46;0,03;138,50;399,76
1100;12:06:50;42 39.89090 N;012 37.97479 E;30,60;86,06;5974,90;30,00;-6,27;48.894;6196,27;11,96;0,03;139,09;399,78
1102;12:06:52;42 39.89108 N;012 37.98763 E;36,90;90,05;5983,20;30,00;-6,34;48.822;6207,88;11,60;0,03;139,77;399,81
1104;12:06:54;42 39.89090 N;012 38.00607 E;50,20;91,72;5993,90;30,13;;;;;;;399,81
1106;12:06:56;42 39.88948 N;012 38.02357 E;36,70;101,86;6006,30;30,00;-6,41;48.767;6216,39;11,36;0,03;140,40;399,81
1108;12:06:58;42 39.88581 N;012 38.03710 E;36,20;115,87;6014,90;29,88;-6,46;48.711;6225,55;11,25;0,03;140,83;399,82
1110;12:07:00;42 39.88138 N;012 38.05116 E;38,50;110,80;6022,80;30,00;-6,49;48.660;6234,27;11,15;0,03;141,10;399,83
1112;12:07:02;42 39.87929 N;012 38.06515 E;32,80;93,52;6030,10;30,00;-6,51;48.610;6243,05;11,17;0,03;141,25;399,83
1114;12:07:04;42 39.88011 N;012 38.07908 E;37,50;82,85;6039,10;30,00;-6,63;48.536;6253,93;11,22;0,03;142,15;399,86
1116;12:07:06;42 39.88125 N;012 38.09645 E;47,30;87,63;6047,10;30,00;-6,69;48.450;6268,47;11,26;0,03;142,59;399,87
1118;12:07:08;42 39.88007 N;012 38.11633 E;49,40;100,95;6055,00;30,00;-6,79;48.391;6277,07;11,38;0,03;143,31;399,90
1120;12:07:10;42 39.87665 N;012 38.13352 E;37,90;108,36;6063,40;30,00;-6,81;48.335;6287,01;11,45;0,03;143,43;399,90
1122;12:07:12;42 39.87420 N;012 38.14628 E;29,90;97,55;6071,80;30,00;-6,87;48.290;6293,97;11,56;0,03;143,85;399,91
1124;12:07:14;42 39.87435 N;012 38.15925 E;34,80;84,77;6079,80;30,00;-6,88;48.228;6305,29;11,74;0,03;143,85;399,90
1126;12:07:16;42 39.87471 N;012 38.17477 E;41,80;92,06;6091,00;29,88;-6,94;48.169;6314,87;11,92;0,03;144,24;399,91
1128;12:07:18;42 39.87225 N;012 38.19305 E;49,30;104,33;6102,30;29,88;-7,05;48.118;6321,79;12,10;0,03;150,47;400,20
1130;12:07:20;42 39.86941 N;012 38.21411 E;53,60;96,31;6111,10;29,88;-7,09;48.065;6330,75;12,31;0,03;150,71;400,20
1132;12:07:22;42 39.86845 N;012 38.23545 E;51,20;94,36;6122,00;29,88;-7,18;48.004;6340,02;12,44;0,03;145,90;399,97
1134;12:07:24;42 39.86579 N;012 38.25515 E;47,60;106,70;6132,50;29,88;-7,24;47.937;6351,15;12,74;0,03;146,24;399,97
1136;12:07:26;42 39.86136 N;012 38.27059 E;35,00;109,11;6143,40;29,88;;;;;;;399,97
1138;12:07:28;42 39.86087 N;012 38.28378 E;34,20;80,74;6155,10;29,88;-7,34;47.851;6364,90;12,83;0,03;146,99;399,97
1140;12:07:30;42 39.86362 N;012 38.29797 E;36,60;74,13;6163,80;29,88;-7,46;47.782;6375,00;12,95;0,03;153,46;400,27
1142;12:07:32;42 39.86592 N;012 38.31152 E;32,80;81,81;6170,60;29,88;-7,53;47.716;6385,74;13,04;0,03;148,42;400,03
1144;12:07:34;42 39.86719 N;012 38.32636 E;42,60;83,95;6178,30;29,88;-7,58;47.641;6398,69;13,07;0,03;154,41;400,30
1146;12:07:36;42 39.86852 N;012 38.34557 E;50,00;86,76;6187,30;29,75;-7,67;47.570;6409,93;13,01;0,03;155,19;400,33
1148;12:07:38;42 39.86777 N;012 38.36455 E;44,10;99,78;6196,30;30,00;-7,76;47.491;6422,69;12,90;0,03;150,35;400,09
1150;12:07:40;42 39.86510 N;012 38.38045 E;36,50;103,36;6204,10;29,88;-7,85;47.434;6431,31;12,93;0,03;151,08;400,12
1152;12:07:42;42 39.86515 N;012 38.39465 E;36,50;80,60;6213,50;29,75;-7,86;47.384;6440,55;12,88;0,03;156,87;400,39
1154;12:07:44;42 39.86846 N;012 38.41091 E;45,30;72,61;6225,30;29,75;-7,86;47.337;6449,47;12,83;0,03;156,89;400,38
1156;12:07:46;42 39.87181 N;012 38.42715 E;37,80;75,14;6235,90;29,88;-7,86;47.273;6461,64;12,77;0,03;156,92;400,37
1158;12:07:48;42 39.87425 N;012 38.44050 E;31,90;77,00;6244,60;29,88;-7,87;47.216;6472,25;12,65;0,03;157,06;400,37
1160;12:07:50;42 39.87580 N;012 38.45310 E;32,10;83,97;6251,40;29,75;-7,88;47.164;6481,92;12,59;0,04;157,17;400,37
1162;12:07:52;42 39.87635 N;012 38.46748 E;39,30;88,35;6258,60;29,75;-7,93;47.093;6494,25;12,44;0,04;157,67;400,39
1164;12:07:54;42 39.87747 N;012 38.48648 E;52,80;83,14;6266,00;29,63;-8,08;47.006;6507,21;12,42;0,04;158,97;400,44
1166;12:07:56;42 39.87973 N;012 38.50627 E;45,00;80,44;6273,90;29,75;-8,10;46.946;6518,22;12,37;0,04;159,17;400,44
1168;12:07:58;42 39.88161 N;012 38.52056 E;32,20;80,30;6281,40;29,63;;;;;;;400,44
1170;12:08:00;42 39.88406 N;012 38.53597 E;46,20;79,72;6290,50;29,75;-8,16;46.897;6526,13;12,24;0,04;159,74;400,44
1172;12:08:02;42 39.88494 N;012 38.55661 E;52,00;92,97;6298,60;29,63;-8,17;46.857;6533,57;12,18;0,04;159,86;400,44
1174;12:08:04;42 39.88367 N;012 38.57499 E;38,90;93,36;6307,90;29,63;-8,15;46.802;6544,63;12,15;0,04;159,70;400,42
1176;12:08:06;42 39.88616 N;012 38.58998 E;41,70;68,71;6318,50;29,63;-8,35;46.748;6550,07;12,09;0,04;161,47;400,50
1178;12:08:08;42 39.89102 N;012 38.60806 E;50,00;72,08;6330,50;29,63;-8,49;46.695;6556,81;12,05;0,04;162,73;400,55
1180;12:08:10;42 39.89533 N;012 38.62567 E;40,80;69,84;6340,90;29,63;-8,56;46.646;6564,52;11,99;0,04;163,37;400,57
1182;12:08:12;42 39.89915 N;012 38.63944 E;33,30;70,43;6350,50;29,63;-8,65;46.587;6573,67;11,97;0,04;164,18;400,61
1184;12:08:14;42 39.90174 N;012 38.65238 E;33,10;77,77;6361,50;29,63;-8,77;46.534;6580,92;11,93;0,04;165,28;400,65
1186;12:08:16;42 39.90457 N;012 38.66579 E;36,70;70,75;6371,00;29,63;-8,88;46.451;6594,23;11,93;0,04;166,27;400,69
1188;12:08:18;42 39.90880 N;012 38.68168 E;44,50;71,07;6380,80;29,63;-9,08;46.373;6604,34;11,90;0,04;162,00;400,48
1190;12:08:20;42 39.91272 N;012 38.69822 E;40,40;71,47;6391,70;29,50;-9,18;46.310;6614,05;11,88;0,04;162,90;400,52
1192;12:08:22;42 39.91688 N;012 38.71250 E;35,10;66,97;6400,60;29,63;-9,28;46.249;6623,39;11,80;0,04;163,82;400,55
1194;12:08:24;42 39.91911 N;012 38.72443 E;29,70;87,44;6412,10;29,50;-9,44;46.179;6632,98;11,78;0,04;165,26;400,61
1196;12:08:26;42 39.91884 N;012 38.73846 E;37,50;91,75;6425,70;29,50;-9,50;46.124;6642,17;11,72;0,04;165,83;400,63
1198;12:08:28;42 39.91991 N;012 38.75216 E;30,00;75,96;6438,00;29,63;-9,60;46.052;6653,67;11,66;0,04;166,76;400,67
1200;12:08:30;42 39.92185 N;012 38.76192 E;21,00;77,92;6446,10;29,63;;;;;;;400,67
1202;12:08:32;42 39.92117 N;012 38.77134 E;28,80;107,36;6454,60;29,50;-9,69;45.985;6664,47;11,50;0,04;167,66;400,67
1204;12:08:34;42 39.91839 N;012 38.78321 E;31,70;106,60;6461,50;29,50;-9,75;45.920;6675,65;11,29;0,04;168,31;400,69
1206;12:08:36;42 39.91675 N;012 38.79583 E;32,70;95,78;6469,10;29,63;-9,96;45.833;6687,35;11,10;0,04;170,33;400,78
1208;12:08:38;42 39.91618 N;012 38.81120 E;42,60;92,60;6477,90;29,50;-10,21;45.745;6698,24;10,89;0,04;172,77;400,89
1210;12:08:40;42 39.91625 N;012 38.82769 E;36,90;86,73;6490,30;29,50;-10,32;45.684;6707,40;10,75;0,04;173,87;400,93
1212;12:08:42;42 39.91749 N;012 38.83996 E;25,30;74,97;6500,60;29,50;-10,38;45.626;6717,27;10,59;0,04;174,52;400,95
1214;12:08:44;42 39.91961 N;012 38.84882 E;22,70;80,04;6508,00;29,50;-10,37;45.589;6724,80;10,53;0,04;174,45;400,94
1216;12:08:46;42 39.91906 N;012 38.85934 E;29,90;102,41;6515,60;29,50;-10,39;45.535;6734,92;10,46;0,04;174,68;400,95
1218;12:08:48;42 39.91588 N;012 38.87215 E;34,50;111,19;6523,50;29,50;-10,43;45.477;6745,33;10,44;0,04;175,07;400,96
1220;12:08:50;42 39.91286 N;012 38.88642 E;39,70;100,49;6534,70;29,50;-10,38;45.397;6762,42;10,39;0,04;174,62;400,93
1222;12:08:52;42 39.91204 N;012 38.90396 E;45,50;90,14;6544,80;29,38;-10,43;45.337;6773,01;10,31;0,04;175,13;400,95
1224;12:08:54;42 39.91234 N;012 38.92262 E;44,90;87,66;6555,80;29,38;-10,52;45.292;6779,60;10,30;0,04;175,99;400,98
1226;12:08:56;42 39.91368 N;012 38.93780 E;30,40;77,29;6567,00;29,38;-10,59;45.242;6787,71;10,23;0,04;176,70;401,01
1228;12:08:58;42 39.91434 N;012 38.94825 E;26,60;92,52;6579,90;29,38;-10,61;45.188;6797,91;10,25;0,04;176,88;401,01
1230;12:09:00;42 39.91452 N;012 38.96147 E;36,30;85,16;6594,50;29,38;-10,79;45.107;6809,35;10,23;0,04;178,63;401,08
1232;12:09:02;42 39.91554 N;012 38.97605 E;32,90;86,36;6608,60;29,38;;;;;;;401,08
1234;12:09:04;42 39.91428 N;012 38.98606 E;22,00;102,28;6619,40;29,38;-10,84;45.041;6821,20;10,28;0,04;179,09;401,08
1236;12:09:06;42 39.91030 N;012 38.99386 E;26,40;125,66;6626,80;29,38;-11,01;44.966;6831,73;10,25;0,04;180,77;401,15
1238;12:09:08;42 39.90681 N;012 39.00345 E;27,70;107,83;6633,50;29,38;-11,12;44.880;6846,04;10,32;0,04;175,15;400,88
1240;12:09:10;42 39.90538 N;012 39.01527 E;33,10;96,27;6640,60;29,38;-11,28;44.794;6859,06;10,32;0,04;176,69;400,95
1242;12:09:12;42 39.90434 N;012 39.03082 E;40,70;97,11;6648,60;29,38;-11,51;44.695;6872,86;10,35;0,04;178,89;401,05
1244;12:09:14;42 39.90273 N;012 39.04396 E;25,50;102,68;6657,10;29,38;-11,57;44.621;6886,14;10,38;0,04;179,46;401,06
1246;12:09:16;42 39.90044 N;012 39.05383 E;28,10;111,06;6665,00;29,38;-11,61;44.576;6894,14;10,43;0,04;179,82;401,07
1248;12:09:18;42 39.89698 N;012 39.06780 E;40,60;104,77;6673,30;29,38;-11,63;44.540;6900,86;10,49;0,04;186,84;401,40
1250;12:09:20;42 39.89597 N;012 39.08226 E;31,90;85,03;6683,90;29,25;-11,62;44.495;6910,19;10,55;0,04;186,71;401,38
1252;12:09:22;42 39.89658 N;012 39.09297 E;25,30;86,68;6696,00;29,25;-11,64;44.441;6920,55;10,59;0,04;186,89;401,39
1254;12:09:24;42 39.89709 N;012 39.10492 E;33,90;84,37;6706,00;29,13;-11,66;44.385;6931,34;10,65;0,04;187,06;401,39
1256;12:09:26;42 39.89834 N;012 39.12015 E;40,00;83,09;6714,50;29,25;-11,69;44.337;6940,25;10,66;0,04;187,36;401,39
1258;12:09:28;42 39.89912 N;012 39.13437 E;29,50;87,36;6724,70;29,13;-11,65;44.283;6952,25;10,66;0,04;186,95;401,37
1260;12:09:30;42 39.89812 N;012 39.14424 E;23,10;108,21;6735,90;29,13;-11,71;44.204;6966,68;10,65;0,04;187,57;401,39
1262;12:09:32;42 39.89421 N;012 39.15412 E;32,20;122,09;6745,90;29,13;-11,78;44.129;6980,06;10,50;0,04;181,46;401,10
1264;12:09:34;42 39.88857 N;012 39.16798 E;43,90;113,55;6755,50;29,13;;;;;;;401,10
1266;12:09:36;42 39.88463 N;012 39.18355 E;35,90;103,83;6767,00;29,13;-11,72;44.078;6992,05;10,27;0,04;180,98;401,10
1268;12:09:38;42 39.88236 N;012 39.19407 E;20,20;107,79;6776,60;29,00;-11,78;44.025;7001,25;10,03;0,04;181,70;401,12
1270;12:09:40;42 39.88111 N;012 39.20194 E;22,30;98,67;6786,00;29,13;-11,91;43.944;7014,31;9,74;0,04;183,13;401,18
1272;12:09:42;42 39.88129 N;012 39.21381 E;34,40;84,18;6795,90;29,13;-12,01;43.884;7023,89;9,49;0,04;184,25;401,23
1274;12:09:44;42 39.88255 N;012 39.22893 E;38,90;82,71;6803,90;29,13;-12,06;43.827;7034,22;9,39;0,04;184,80;401,25
1276;12:09:46;42 39.88295 N;012 39.24539 E;40,50;93,86;6811,60;29,13;-12,22;43.758;7044,05;9,30;0,04;186,46;401,32
1278;12:09:48;42 39.88020 N;012 39.25905 E;32,50;116,22;6820,00;29,13;-12,40;43.688;7053,56;9,22;0,04;188,33;401,40
1280;12:09:50;42 39.87643 N;012 39.27067 E;31,90;105,78;6828,10;29,00;-12,41;43.629;7065,42;9,16;0,04;188,47;401,40
